Index,mol_min,NAME,Source,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization,DILI
833,O(C(=O)C=1C(\C(=C(/OC)\O)\C(=NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCN(Cc1ccccc1)C,nicardipine hydrochloride;nicardipine,Source Mulliner,73.209,0,0,3,4,5,0,12,0,64,1,6,35,24,100.64246,1.5725384,0,0,26,0,0,29,0,3,6,0,0,1.6713057,-2.6081467,-0.51878428,0.58185893,2.5433481,-2.6709876,-0.43469352,0.67972994,2.5834534,-2.3321342,-0.39104113,0.71581978,2.8136086,41.049004,9,0.24324325,12,66,5,37,5,10,0.27027026,49,0,25.534805,20.224918,16.394823,18.258783,16.722452,11.10017,7.4516296,9.8457718,1,1,0.74643213,16,0,-0.85054159,-0.39091694,0.058853995,2.7971966,-0.9366256,-0.26398081,0.13839549,2.8582928,-0.51682323,-0.18016323,0.1767,3.0581834,29.554419,14.235294,7.9926538,22.420115,10.705435,5.9729695,6.8576312,9,1,1,0,4.1939998,-5.5956101,13.165998,1,1,19,0,3,9,3,6.2399998,-6.2410002,2.8392203,-2.8392203,0.10300907,0.11981457,151.21516,80.903275,0,14.708499,10.324173,21.408051,0,65.151123,85.784325,0,0,0,53.180546,12.775052,0.80283022,0.4377656,0.13312256,0.19716981,0.5622344,0.064047247,397.76239,216.89105,65.955597,97.68782,278.55914,31.732224,0.5,1,6.2399998,-6.2410002,0.14535256,0.12978689,0.61391044,0.3735671,0.13312256,0.38608953,0.6264329,0.252967,304.16205,185.08389,65.955597,191.28815,310.3663,125.33254,8,1,3,0.14535256,0.12978689,1,4.7845001,0,20.712141,45.861992,115.68607,6.37115,101.49577,4.4107962,158.78867,0,87.848358,13.22502,52.947609,19.909843,76.320236,27.211124,2.7567475,177.22824,49.86805,134.93309,117.18,0.32906306,6.2094536,3.7802579,9.9781265,495.4502,642.43347,21.753254,0,0,0,361.77856,72.551353,35.320175,479.53299,3884,57,176,0.068013519,0,0.85848832,1,0.9,1,3,1,4,1,4,6.8265018,1,positive
834,Brc1cc(cnc1)C(OCC1CC2(OC)C(N(C1)C)Cc1c3c2cccc3n(c1)C)=O,nicergoline,Source Mulliner,68.332619,0,0,3,4,4,0,15,0,57,0,4,31,24,90.714424,1.5914811,0,1,24,0,0,26,0,3,3,0,0,1.2931176,-2.8368869,-0.56070566,0.57632482,2.8159282,-2.8705709,-0.32543978,0.6764878,2.8293624,-2.5829287,-0.26640931,0.7454747,3.0649335,39.783382,4,0.11428571,16,61,1,35,3,5,0.14285715,44,0,21.750347,19.554926,15.02458,16.474327,14.924689,11.324501,6.5661678,8.1632166,3,3,0.81816047,14,0,-0.87342119,-0.3789939,-0.0052227089,3.0685914,-0.95522511,-0.2698034,0.098238356,3.1282828,-0.52429843,-0.14578553,0.15074392,3.3274028,22.775511,8.9818439,3.9669421,19.457504,7.6311088,3.3567877,4.7897525,6,0,1,0,4.3779998,-4.2020102,12.34001,0,1,25,0,5,4,3,4.48,-4.48,2.1405926,-2.1405926,0.1379627,0.17302015,185.68808,68.344467,0,0,0,14.708499,0,113.19305,24.509808,0,0,0,19.249496,5.0075121,0.90952998,0.3760379,0.056319848,0.090469994,0.6239621,0.034150146,391.73541,161.95987,24.25701,38.965508,268.74106,14.708499,0.5,1,4.48,-4.48,0.14151786,0.18080357,0.63205087,0.33611265,0.095200457,0.36794916,0.66388738,0.27274871,272.22488,144.76402,41.002926,158.47604,285.93689,117.47311,7,0,5,0.14151786,0.18080357,0.38709676,4.5815701,0,29.554399,25.981745,39.365837,37.829739,90.204567,0,126.93291,18.868406,78.85128,12.24525,45.861992,21.808937,7.4659004,13.538693,4.7171016,159.95262,47.111301,147.13234,56.59,0.37643659,6.129283,3.575803,9.6141195,430.70093,592.05255,21.753254,0,0,0,371.88367,17.212255,21.753254,484.39398,2625,60,176,0.047269888,0,0.89187962,1,0.7,1,1,0,2,1,3,4.6391497,0,negative
835,Clc1cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c(O)c([N+](=O)[O-])c1,niclofolan,Source Mulliner,36.49276,0,0,2,2,2,0,12,0,28,2,4,22,16,56.566837,2.0202441,0,0,12,2,0,6,0,2,6,0,0,2.2077174,-2.2076609,-0.68155193,0.68637222,2.3209867,-2.0453899,-0.40806589,0.98815954,2.5266752,-1.9295199,-0.32663006,1.0346622,2.5927074,9.9112415,3,0.13043478,12,29,2,23,1,3,0.13043478,15,0,16.601931,11.999036,6.309401,7.4472294,10.218122,6.3180184,3.559401,4.932653,0,0,1.0131819,9,0,-0.73542631,-0.42416143,0.14463016,2.3930006,-0.80994892,-0.19077352,0.39112785,2.5865788,-0.4915992,-0.15740582,0.45725206,2.6652112,18.340265,7.2664361,3.9256198,15.121975,5.9327521,3.1823306,4.0779514,8,2,1,0,4.4439998,-6.1364002,7.4777131,1,1,12,1,2,3,0,4.098,-4.098,1.9726526,-1.9726526,0.15331592,0.17936343,37.966381,25.117613,0,16.917038,20.648346,0,13.399102,24.509808,59.163895,0,0,0,67.862099,15.535081,0.58222502,0.59430587,0.29666111,0.41777495,0.40569416,0.12111385,163.67473,167.07088,83.397179,117.44463,114.04848,34.047447,0.44444445,0.80000001,4.098,-4.098,0.22132748,0.12981942,0.60123134,0.68149233,0.29666111,0.39876866,0.31850767,0.10210757,169.01776,191.58069,83.397179,112.10159,89.538673,28.704412,5,1,2,0.22132748,0.12981942,0,3.888,50.770454,14.171232,0,101.87002,0,0,7.0012131,76.943886,0,94.297638,7.8536401,14.171232,50.770454,101.87002,17.48807,11.884645,70.572739,0,78.297287,132.10001,0.4530769,5.523562,2.9995728,8.6660013,281.11935,340.60419,0,0,0,0,174.22665,67.862099,27.133842,345.09399,967,38,114,0.25906935,0,0.011993879,0,0.5,1,0,0,1,0,1,1.7710632,1,positive
836,Clc1ccc(OC(C(OCc2cccnc2)=O)(C)C)cc1,nicofibrate,Source Mulliner,44.514687,0,0,2,3,3,0,12,0,37,0,3,21,16,59.994888,1.6214834,0,0,16,1,0,16,0,1,3,0,0,1.7242044,-2.5170577,-0.57917082,0.65599555,2.5853724,-2.6042802,-0.49014753,0.74573314,2.5401213,-2.2995176,-0.45051789,0.79438174,2.7957859,24.021313,5,0.22727273,12,38,1,22,4,6,0.27272728,25,0,15.294683,12.631761,9.8259087,11.173362,9.9711637,6.8574538,4.6689377,6.1464133,0,0,0.77335078,13,0,-0.76383442,-0.37800694,0.018935306,2.438539,-0.93294477,-0.26386139,0.15142559,2.5126762,-0.51380533,-0.20008124,0.19305076,2.6866286,17.355371,8.0222225,5.6055365,13.912183,6.3545446,4.3997545,4.2097898,4,0,1,0,3.3987401,-3.7419,8.3487082,0,1,12,1,2,5,0,3.2030001,-3.204,1.540048,-1.540048,0.19133066,0.21349944,63.603893,66.063675,0,0,0,14.708499,0,100.97842,41.836849,0,0,0,19.249496,5.0075121,0.87488931,0.53643656,0.077884533,0.12511067,0.46356344,0.047226127,272.48282,167.07228,24.25701,38.965508,144.37607,14.708499,0.46153846,0.85714287,3.2030001,-3.204,0.20574461,0.19350812,0.82688367,0.41604626,0.077884533,0.17311636,0.58395374,0.095231824,257.53152,129.57692,24.25701,53.916801,181.87141,29.659792,7,0,2,0.20574461,0.19350812,1,3.9022,10.999887,24.530994,34.862103,0,3.185575,0,3.5006065,140.28783,0,131.97037,8.0396996,34.862103,27.785418,0,11.929609,0,161.21408,7.7454643,105.80067,48.419998,0.46827638,5.4594316,3.4235866,8.4599504,311.44833,395.37167,21.753254,0,0,0,261.09412,17.212255,21.753254,305.76099,1050,28,104,0.17667934,0,0.11554731,0,0,0,0,0,0,0,0,0.29222664,1,positive
837,O(C(=O)C=1C(\C(=C(/OC)\O)\C(=NC=1C)C)c1ccccc1[N+](=O)[O-])C,nifedipine,Source Mulliner,48.934273,0,0,3,4,4,0,6,0,43,1,5,25,15,71.274094,1.657537,0,0,17,0,0,18,0,2,6,0,0,2.4447894,-2.4559784,-0.5196721,0.47271523,2.5284607,-2.4213099,-0.42633006,0.51962119,2.588521,-2.1864598,-0.23690827,0.68355989,2.7979226,27.043726,4,0.15384616,6,44,5,26,2,5,0.1923077,33,0,18.723249,14.269633,10.886751,12.02458,11.827805,7.3818202,4.6933756,6.1378636,1,1,0.79386538,8,0,-0.76985073,-0.41850442,-0.023842668,2.6865242,-0.84482998,-0.28308925,0.08741089,2.7547894,-0.49169308,-0.16898562,0.16642764,2.9460831,21.301775,9.2739229,4.4659748,15.942019,6.8503089,3.2665734,4.3683105,8,1,1,0,2.49,-3.9298201,8.9360209,1,1,13,1,2,4,0,4.5359998,-4.5370002,2.2262857,-2.2262857,0.13123892,0.15280157,109.9241,48.890434,0,14.708499,10.324173,21.408051,0,37.495354,36.764713,0,0,0,53.180546,12.775052,0.71723288,0.4058682,0.19091505,0.28276712,0.59413177,0.091852084,247.7831,140.21567,65.955597,97.68782,205.25526,31.732224,0.5,1,4.5359998,-4.5370002,0.19995591,0.13687459,0.56085688,0.35198572,0.19091505,0.43914309,0.64801431,0.24822804,193.75975,121.60083,65.955597,151.71117,223.87009,85.755569,4,1,2,0.19995591,0.13687459,1,3.0158999,0,17.587828,45.861992,76.320236,3.185575,103.98244,4.4107962,70.572739,0,69.408775,9.0326204,52.947609,16.78553,76.320236,24.025549,2.7567475,70.572739,10.502212,137.41977,113.94,0.41335541,5.7004399,2.865324,9.0749369,345.47092,436.26917,21.753254,0,0,0,219.62903,72.551353,35.320175,346.33899,1280,45,126,0.079099126,0,0.23963514,0,0.1,0,0,0,0,0,0,0.41873425,1,positive
838,O(C(=O)C=1C(\C(=C(\OC(C)C)/O)\C(=NC=1C#N)C)c1cc([N+](=O)[O-])ccc1)C,nilvadipine,Source Mulliner,54.221066,0,0,3,4,5,0,6,0,47,1,6,28,16,79.379768,1.6889312,0,0,19,0,0,19,0,3,6,0,0,2.4046311,-2.5154316,-0.46575454,0.4301931,2.5245936,-2.4928012,-0.36390743,0.50539881,2.5726178,-2.2799995,-0.21526401,0.65283912,2.7916195,28.796932,5,0.1724138,6,48,5,29,4,7,0.24137931,36,1,21.007708,15.794197,11.964102,13.309036,13.204815,8.3315983,5.592093,7.1066256,1,1,0.79274517,10,0,-0.77944547,-0.41847223,0.018757762,2.6939249,-0.84477133,-0.30388558,0.10000879,2.7552574,-0.52278948,-0.17314056,0.17713514,2.9534442,24.271107,10.857822,5.7956104,17.7206,7.82793,4.1408892,4.9541292,9,1,1,0,2.694,-4.9542499,9.9894753,1,1,13,1,2,6,1,5.0929999,-5.0939999,2.422178,-2.422178,0.12104689,0.14043868,101.06942,45.264591,20.299505,21.408051,10.324173,21.408051,0,58.451572,24.509808,0,17.742489,5.6825762,47.497971,12.775052,0.74720651,0.4312762,0.17067786,0.25279352,0.5687238,0.082115665,288.74542,166.65947,65.955597,97.68782,219.77379,31.732224,0.5,1,5.0929999,-5.0939999,0.17808758,0.12190813,0.54362106,0.36058834,0.21659131,0.45637891,0.63941169,0.23978759,210.07327,139.34332,83.69809,176.35999,247.08994,92.661903,5,1,2,0.17808758,0.12190813,1,3.2981839,0,17.587828,52.330643,123.98134,3.185575,68.598579,4.4107962,70.572739,0,102.73479,9.9477196,52.947609,47.844887,76.320236,47.095943,2.7567475,70.572739,10.502212,135.36191,137.73,0.38060221,5.8579812,3.1353889,9.3914061,386.43326,486.12845,39.495743,0,0,0,221.83757,92.850861,53.062664,385.37598,1814,48,140,0.15198727,0,0.5,1,0.4,0,1,0,1,0,1,3.0519872,1,positive
839,O(C(=O)C=1C(\C(=C(\OCCOC)/O)\C(=NC=1C)C)c1cc([N+](=O)[O-])ccc1)C(C)C,nimodipine,Source Mulliner,62.110619,0,0,3,4,5,0,6,0,56,1,6,30,19,89.110291,1.5912552,0,0,21,0,0,26,0,2,7,0,0,2.3363883,-2.5161273,-0.40071818,0.32527763,2.5393307,-2.5342281,-0.29200107,0.39492404,2.5888588,-2.2783058,-0.12746248,0.54674733,2.8081305,37.705383,8,0.25806451,6,57,5,31,5,9,0.29032257,46,0,22.421921,17.669445,13.878315,15.016144,14.16681,9.4353418,6.342093,7.7757277,1,1,0.76828808,12,0,-0.81089467,-0.39622977,-0.076665238,2.7728488,-0.88331974,-0.24245843,0.0031426004,2.8356953,-0.52219486,-0.14889684,0.16932523,3.0304484,26.253902,12.296376,6.9976859,20.685608,9.6037512,5.4314651,6.6219811,9,1,1,0,3.00174,-4.7268801,10.96113,1,1,13,1,2,8,1,5.0960002,-5.0970001,2.6454368,-2.6454368,0.11063028,0.14390589,120.56512,92.228722,0,14.708499,10.324173,21.408051,0,77.199249,24.509808,0,0,0,53.180546,15.278809,0.76667237,0.39629072,0.15942915,0.23332763,0.60370928,0.073898472,329.2114,170.16841,68.459351,100.19157,259.23456,31.732224,0.5,1,5.0960002,-5.0970001,0.17798273,0.12183637,0.61801666,0.2890166,0.15942915,0.38198334,0.7109834,0.22255418,265.3782,124.10459,68.459351,164.02478,305.2984,95.56543,6,1,2,0.17798273,0.12183637,1,3.8111,0,17.587828,63.330528,118.17275,3.185575,68.598579,4.4107962,70.572739,0,136.06081,11.03572,63.947495,16.78553,76.320236,30.4942,2.7567475,70.572739,52.354729,168.68793,123.17,0.36176345,5.9541965,3.3443913,9.5775127,429.40298,544.64728,24.25701,0,0,0,295.36298,72.551353,37.823929,418.44598,2290,49,148,0.077110268,0,0.63498729,1,0.3,0,3,1,3,1,3,5.0120974,1,positive
840,S(Cc1oc(cc1)CN(C)C)CCN/C(/NCc1cc2OCOc2cc1)=C\[N+](=O)[O-],niperotidine,Source Mulliner,63.846619,0,0,2,3,3,0,11,0,56,2,5,30,18,96.95224,1.73129,0,0,20,0,0,26,0,4,5,0,1,1.2733654,-2.5381207,-0.53451318,0.5645166,2.4823132,-2.6668842,-0.40597445,0.67043197,2.573473,-2.2572451,-0.33182174,0.78200495,2.7917898,41.007381,12,0.375,11,58,2,32,6,12,0.375,45,0,21.346724,17.867155,12.706742,13.949383,14.491203,10.665059,4.4980526,5.9158163,0,0,0.78414637,18,0,-0.85210901,-0.38290638,0.0057266923,2.5515165,-1.1247119,-0.29852709,0.16787602,2.6345928,-0.51207727,-0.19176401,0.20296742,2.8177819,24.638672,12.888889,8.8163261,20.508028,10.656552,7.2548866,7.2848291,9,2,1,0,2.4230001,-4.53793,11.523952,1,1,16,0,3,12,2,6.026,-6.0279999,2.8085613,-2.8085613,0.094234034,0.16465589,96.777428,66.286209,66.528053,21.201273,0,16.745916,0,97.705536,12.254904,0,19.760618,0,34.20483,7.5112681,0.86682183,0.39053875,0.095030472,0.13317814,0.60946125,0.038147677,380.51401,171.43715,41.716099,58.462013,267.53888,16.745916,0.5,1,6.026,-6.0279999,0.13873217,0.14416058,0.51853144,0.32319945,0.14004572,0.48146856,0.67680055,0.34142283,227.62288,141.87682,61.476715,211.35315,297.09921,149.87643,9,1,3,0.13873217,0.14416058,1,3.5573001,58.021278,10.20993,0,109.59226,14.083217,77.629639,0,105.43027,0,96.819115,11.53618,16.592962,25.12409,86.956512,26.897993,0,159.543,58.657253,98.013916,104.72,0.37005648,6,4.0007463,9.4842272,438.97604,554.12738,5.0075121,0,0,11.365152,306.52277,92.850861,16.372663,434.517,3175,36,148,0.042611003,0,0.35690373,0,0.6,1,1,0,1,0,1,2.9995148,1,positive
841,O(C(=O)C=1C(\C(=C(\OC)/O)\C(=NC=1C)C)c1ccccc1[N+](=O)[O-])CC(C)C,nisoldipine,Source Mulliner,58.215031,0,0,3,4,4,0,6,0,52,1,5,28,18,82.435425,1.5852968,0,0,20,0,0,24,0,2,6,0,0,2.4059775,-2.5943484,-0.51425534,0.47086865,2.5742621,-2.5662088,-0.42632827,0.51776665,2.6233182,-2.3594799,-0.23521797,0.68074524,2.8217688,33.602966,6,0.20689656,6,53,5,29,4,7,0.24137931,42,0,21.007708,16.55409,13.171208,14.309036,13.183647,8.8251963,6.2563243,7.7008128,1,1,0.76227039,10,0,-0.78262913,-0.418322,-0.023870571,2.7631512,-0.84894699,-0.26018906,0.087321296,2.8279352,-0.53003311,-0.16886948,0.1652294,3.0169554,24.271107,10.857822,5.7956104,18.778078,8.315259,4.4063358,5.5765924,8,1,1,0,3.803,-4.6605701,10.319848,1,1,13,1,2,6,0,4.5359998,-4.5370002,2.3664393,-2.3664393,0.12357708,0.14375181,114.78415,59.57634,0,14.708499,10.324173,21.408051,0,37.495354,74.260063,0,0,0,53.180546,12.775052,0.75486869,0.44593617,0.16550457,0.2451313,0.5540638,0.079626724,300.8244,177.71101,65.955597,97.68782,220.80121,31.732224,0.5,1,4.5359998,-4.5370002,0.19995591,0.13687459,0.64451581,0.30513701,0.16550457,0.35548422,0.69486296,0.18997963,256.84741,121.60083,65.955597,141.66481,276.91141,75.709206,5,1,2,0.19995591,0.13687459,1,4.0421,0,17.587828,45.861992,97.24649,7.5963712,68.598579,4.4107962,70.572739,0,136.06081,10.41072,52.947609,16.78553,80.731033,24.025549,2.7567475,70.572739,31.428471,168.68793,113.94,0.38060221,5.8579812,3.1490049,9.3893518,398.51224,509.5567,21.753254,0,0,0,267.0545,72.551353,35.320175,388.41998,1814,48,140,0.067577489,0,0.46723723,0,0.3,0,0,0,0,0,0,0.83481473,1,positive
842,O(C(=O)C=1C(\C(=C(\OCC)/O)\C(=NC=1C)C)c1cc([N+](=O)[O-])ccc1)C,nitrendipine,Source Mulliner,52.027859,0,0,3,4,4,0,6,0,46,1,5,26,16,75.076866,1.6321057,0,0,18,0,0,20,0,2,6,0,0,2.353229,-2.4712155,-0.48005557,0.46099734,2.5178981,-2.4334872,-0.40314919,0.49651363,2.5830903,-2.2005634,-0.22130783,0.6568957,2.7972989,29.230141,5,0.18518518,6,47,5,27,3,6,0.22222222,36,0,19.430357,14.976741,11.593858,12.731687,12.310968,7.9633708,5.3944993,6.8281336,1,1,0.78221679,10,0,-0.77558446,-0.41832948,-0.064340129,2.6963456,-0.84479702,-0.28309357,0.022931354,2.768575,-0.51477969,-0.16514607,0.1767,2.9599259,22.29081,9.9722996,5.0934258,16.883537,7.4631615,3.7792428,4.8463292,8,1,1,0,2.8699999,-4.25703,9.4026241,1,1,13,1,2,5,0,4.5359998,-4.5370002,2.2377288,-2.2377288,0.13056648,0.15201741,107.76897,59.57634,0,14.708499,10.324173,21.408051,0,58.451572,24.509808,0,0,0,53.180546,12.775052,0.73066717,0.41057554,0.18184464,0.2693328,0.58942449,0.087488174,265.0152,148.91698,65.955597,97.68782,213.78603,31.732224,0.5,1,4.5359998,-4.5370002,0.19995591,0.13687459,0.60941929,0.33526281,0.18184464,0.39058071,0.66473716,0.20873609,221.03821,121.60083,65.955597,141.66481,241.10217,75.709206,5,1,2,0.19995591,0.13687459,1,3.4059999,0,17.587828,45.861992,97.24649,3.185575,68.598579,4.4107962,70.572739,0,102.73479,9.4943199,52.947609,16.78553,76.320236,24.025549,2.7567475,70.572739,31.428471,135.36191,113.94,0.40176207,5.7548876,3.0790222,9.1721792,362.703,460.69836,21.753254,0,0,0,235.43753,72.551353,35.320175,360.366,1491,45,130,0.045576844,0,0.27202681,0,0.3,0,0,0,0,0,0,0.61760366,1,positive
843,Oc1c2ncccc2c([N+](=O)[O-])cc1,nitroxoline,Source Mulliner,24.446758,1,1,0,0,2,0,10,0,20,1,3,14,10,35.644573,1.7822287,0,0,9,0,0,6,0,2,3,0,0,2.1081815,-2.1534176,-0.69017863,0.75298178,2.2430425,-2.0244489,-0.60709494,0.77608961,2.4088709,-1.8701072,-0.53082722,0.91286701,2.5174706,9.1352425,1,0.06666667,11,21,1,15,1,1,0.06666667,9,0,10.129392,7.0448885,4.8867512,5.8449349,6.6983771,3.910193,2.6160254,3.7247448,0,0,0.84802669,6,0,-0.75385988,-0.44265699,0.14342858,2.2167521,-0.80930656,-0.28205281,0.15687744,2.3709733,-0.49083939,-0.22637096,0.27907279,2.4966722,10.515555,4.2448978,2.0204082,7.0165081,2.733803,1.2660744,1.3701252,5,1,1,0,1.7309999,-2.4017,4.8758311,1,1,11,1,2,1,0,2.7920001,-2.7920001,1.237221,-1.237221,0.22662082,0.28910765,29.00082,36.022022,6.6995511,0,10.324173,6.6995511,0,36.764713,0,0,0,0,39.613625,7.7675405,0.62748486,0.48669621,0.27405065,0.37251517,0.51330382,0.098464504,108.48711,84.145874,47.381165,64.404892,88.746117,17.023724,0.5,1,2.7920001,-2.7920001,0.32485673,0.22206303,0.60418689,0.55757803,0.27405065,0.39581314,0.44242194,0.12176248,104.45907,96.40078,47.381165,68.432922,76.491211,21.051758,3,1,2,0.32485673,0.22206303,1,1.8486,25.385227,23.871145,0,50.935009,0,0,0,92.504196,0,8.0001755,5.0062199,7.0856161,42.170757,50.935009,5.2434282,7.4738488,87.787094,0,0,78.940002,0.61744827,4.9068904,2.4411802,7.3449202,172.892,224.23586,5.6825762,0,0,0,111.62768,33.931049,19.249496,190.15799,274,22,72,0.10772452,0,0.017753625,0,0,0,0,0,0,0,0,0.12547815,0,negative
844,Fc1ccc(cc1)Cn1c2c(nc1NC1CCNCC1)cccc2,norastemizole,Source Mulliner,52.399654,0,0,2,3,2,0,15,0,45,2,4,24,19,66.184097,1.4707578,0,0,19,0,1,21,0,4,0,0,0,1.3986709,-2.7566185,-0.63254833,0.63307035,2.6903729,-2.8513215,-0.53682977,0.73383862,2.6568353,-2.4852376,-0.44797647,0.79405189,2.9576769,28.780348,4,0.14814815,16,48,0,27,3,4,0.14814815,32,0,16.35516,13.504078,11.231687,12.656489,11.792827,8.4641867,5.8187675,7.5075679,0,0,0.72069186,12,0,-0.84974474,-0.41850773,0.073536947,2.7022305,-1.1541047,-0.31495979,0.17360172,2.7783093,-0.5158208,-0.2101371,0.18590802,2.983021,17.415638,8.1314831,4.2332363,12.829871,5.9044032,3.0419407,3.1563637,4,2,1,0,3.895,-4.4789901,9.3651571,0,1,22,1,4,6,0,4.0029998,-4.0040002,1.735538,-1.735538,0.10576803,0.18200061,41.534435,69.245285,26.258871,15.681574,0,0,0,95.015434,49.019615,0,0,17.591211,0.13689101,0.13689101,0.94321728,0.51458883,0.056782726,0.056782726,0.4854112,0,296.75522,161.90004,17.864994,17.864994,152.72017,0,0.5,1,4.0029998,-4.0040002,0.099925056,0.22477522,0.71934909,0.39670789,0.018931899,0.28065091,0.60329211,0.26171899,226.32176,124.81232,5.956358,88.298447,189.80789,82.342087,6,0,4,0.099925056,0.22477522,1,3.654,18.01075,36.695374,13.102986,36.879158,3.185575,0,0,145.43375,37.736813,35.298782,9.4954395,0,33.644737,27.131769,7.1675434,24.198118,197.32187,36.879158,0,41.880001,0.44886449,5.7548876,3.2946453,8.8913879,314.62021,450.1272,5.6825762,0,0,5.6825762,262.22015,15.681574,17.047728,324.40298,1345,35,128,0.22919212,0,0.64194995,1,0.3,0,0,0,0,0,1,1.1711421,1,positive
