Index,mol,P (DILI=Negative),P (DILI=Positive),Prediction (DILI),True_Class_vDILIConcern,Binary_characterization,LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,SMILES,URL (accessed on 1/21/2016),VER_DISP (1=LTKB-BD  2=others),apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization
79,S(=S)(O)(O)=O,0.50999999,0.49000001,Negative,Negative,0,LT00439,24477,sodium thiosulfate,1992,No-DILI-Concern,0,No match,,vNo-DILI-Concern,S(=S)(=O)([O-])[O-].[Na+].[Na+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=82f55408-2de9-463d-85e8-b39c3b259f0b,2,8.2060003,1,1,0,0,0,4,0,0,5,0,0,5,0,4.854753,0.9709506,0,0,0,0,0,0,0,0,3,0,2,3.0237157,-2.3608546,-0.48515666,-0.37193429,1.6464911,-2.1359141,-0.3339,-0.16786781,1.8820659,-1.5473752,0.077739999,0.40928048,2.5230646,6.2940001,0,0,0,4,0,4,2,0,0,4,0,4.5,3.6742346,0,0,2,3,0,0,0,0,1.5199943,2,-2,-1.0289793,-0.64515668,-0.53025043,0.79209,-0.79947847,-0.4939,-0.3233881,1.0189106,-0.2260254,-0.082259998,0.26939389,1.6515446,5,1,0,9.375,2.2222221,0,4.166666,3,0,1,0,-0.052000001,-0.91679001,1.6729997,0,1,0,1,0,0,0,0,0,0,-2,0,0.24257833,0,0,0,0,0,0,0,0,0,0,0,0,46.849419,48.024784,0,1,1,1,0,0,0,94.874199,94.874199,94.874199,0,0,0.5,1,0,0,0,0,1,0,0,0,1,0,94.874199,0,0,0,94.874199,0,1,0,0,0,0,1,-1.0065,0,72.25753,50.128227,0,0,0,0,0,0,0,1.70622,72.25753,0,0,0,0,0,0,50.128227,83.300003,0.90438145,3,0.9709506,4.25,94.874199,73.769363,48.024784,81.385361,0,0,0,13.488845,48.024784,112.12901,16,0,20,0.22577928,0.00069120579,0,0,0,2,2.387441255152,0
80,P(OC1CCC(CC1)(c1ccccc1)c1ccccc1)(OC[C@H](N(CC(O)=O)CC(O)=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)(O)=O,0.49000001,0.50999999,Positive,Negative,0,LT00528,158440,gadofosveset trisodium,2008,No-DILI-Concern,0,No match,,vNo-DILI-Concern,[Gd+3].P(OC1CCC(CC1)(c1ccccc1)c1ccccc1)(OC[C@H](N(CC(=O)[O-])CC(=O)[O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])(=O)[O-].[Na+].[Na+].[Na+].O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8175d0e7-b627-6c68-73e6-d1fc7660775d,2,103.57652,0,0,1,3,2,12,12,3,92,0,2,51,28,155.9852,1.6954913,0,0,33,0,0,41,0,3,14,1,0,1.7076483,-2.8057413,-0.54411232,0.67158854,2.802712,-3.6109943,-0.55697137,0.59516829,2.848417,-2.6006517,-0.45822868,0.71306074,3.0242758,71.589485,23,0.43396226,12,94,5,53,13,23,0.43396226,77,0,37.605873,28.677708,20.120592,21.959608,24.079863,17.802845,9.9292345,12.091685,1,1,0.82016325,20,-3,-0.86693782,-0.47802007,0.07934092,3.1523721,-2.2617807,-0.49975502,0.096615009,3.1060238,-0.63395607,-0.21556184,0.14952722,3.3663483,45.38982,22.527679,16.32653,38.917461,19.253595,13.922247,14.692177,17,3,0,2,2.5350001,-5.1099901,18.313677,0,1,18,0,3,25,4,0,0,5.6399946,-8.6399946,0.061945248,0.062976003,51.824173,199.39383,112.94994,0,0,18.713068,25.857038,39.222332,122.54904,0,0,0,0,176.45943,0.70409805,0.45280442,0.23623398,0.29590195,0.54719555,0.05966796,525.93933,338.2308,176.45943,221.02953,408.73807,44.570107,0.5,1,0,0,0,0,1,0,0,0,1,0,746.96887,0,0,0,746.96887,0,10,0,3,0,0,0.88235295,-10.8805,267.6572,7.3200407,143.60497,168.44289,6.37115,0,0,176.43184,75.473625,16.185684,16.05241,400.81152,0,0,16.821768,0,251.90547,175.76292,16.185684,266.57001,0.24573661,6.7279205,4.1814842,11.08436,746.96887,895.76312,176.45943,167.12749,0,0,425.3486,92.255562,176.45943,734.672,11160,75,252,0.11185379,0.5,0.60000002,0,2,1,1.828307047487,0
81,Clc1c(cccc1Cl)[C@H]1C(C(OCOC(=O)CCC)=O)=C(NC(C)=C1C(OC)=O)C,0.41,0.58999997,Positive,Negative,0,LT00644,153994,clevidipine,2008,No-DILI-Concern,0,No match,,vNo-DILI-Concern,Clc1c(cccc1Cl)C1C(C(OCOC(=O)CCC)=O)=C(NC(C)=C1C(OC)=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=095081a0-1398-11dc-82e1-0002a5d5c51b,2,62.568237,0,0,2,3,3,0,6,0,53,1,4,30,19,89.789421,1.69414,0,0,21,2,0,23,0,1,6,0,0,2.2426484,-2.5092013,-0.40461832,0.35700297,2.5363936,-2.5183117,-0.18433306,0.44615695,2.5988755,-2.2673347,-0.13912158,0.5973419,2.8130651,35.265762,7,0.22580644,6,54,5,31,4,10,0.32258064,43,0,22.421921,18.647999,13.430721,14.593493,14.221652,10.014939,6.1707025,7.5865521,1,1,0.82468659,13,0,-0.81082898,-0.41792092,-0.049978692,2.7144001,-1.0865384,-0.26918676,0.070714273,2.7806549,-0.52304268,-0.1497705,0.19095948,2.9846361,26.253902,12.296376,6.5152354,22.52895,10.493357,5.5380998,7.8801441,7,1,1,0,4.7410002,-5.50983,11.539027,0,1,12,1,2,7,1,0,0,2.4414501,-2.4414501,0.1203991,0.12899773,111.23055,43.162582,8.6190128,21.201273,0,44.125496,0,60.66011,102.42138,0,0,0,45.845165,2.503756,0.78972065,0.48077571,0.10994155,0.21027938,0.51922429,0.10033783,347.29492,211.43042,48.348923,92.474419,228.33893,44.125496,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,439.76935,0,0,0,439.76935,0,7,0,2,0,0,1,4.2452002,18.01075,23.236393,104.58631,22.984112,3.185575,47.268513,11.412009,52.929554,37.736813,178.27533,11.17137,104.58631,0,18.01075,26.482229,0,90.666367,46.220505,213.65919,90.93,0.36176345,5.9541965,3.4653907,9.5539312,439.76935,553.32776,40.700764,0,0,5.6825762,293.36288,79.945221,46.383339,456.32199,2375,51,148,0.32038456,0.30792248,0.2,2,0,0,0.18836148548891,0
82,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2nc(nc(N)c2nc1)-n1ncc(c1)C(=O)NC,0.61000001,0.38999999,Negative,Negative,0,LT00646,219024,regadenoson,2008,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2nc(nc(N)c2nc1)-n1ncc(c1)C(=O)NC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=057289f4-2e18-4c1e-bed4-6c1858e2ef16,2,51.212273,0,0,3,5,9,0,14,0,46,5,14,28,9,84.812202,1.8437434,0,0,15,0,0,18,0,8,5,0,0,1.4424801,-2.5108838,-0.60144091,0.74067771,2.7700152,-2.7103453,-0.62384027,0.58071119,2.6370983,-2.3198571,-0.44182685,0.83541179,2.957972,30.471725,4,0.12903225,15,49,1,31,4,5,0.16129032,33,0,19.999271,14.667328,8.748559,9.6019297,13.439091,8.3386698,2.7355986,3.2247448,4,4,0.85961038,14,0,-0.8396399,-0.45887631,0.15356432,2.6702504,-1.3347671,-0.52554721,0.054200001,2.6306856,-0.5261153,-0.23835474,0.23396242,2.9104862,21.240376,8.6257086,3.8797061,15.545678,6.2345119,2.7792578,3.4614184,13,6,0,2,-2.63288,-1.86446,9.3125772,1,1,20,0,4,5,2,0,0,3.6969261,-3.6969261,0.068921164,0.10613315,52.780762,68.028839,75.345238,29.205517,30.972517,28.631105,0,0,0,0,20.786192,5.6825762,20.21804,25.943268,0.68834072,0.20310761,0.14497972,0.31165928,0.7968924,0.16667958,246.14655,72.630074,51.843884,111.44751,284.96399,59.603622,0.5,1,0,0,0,0,1,0,0,0,1,0,357.59406,0,0,0,357.59406,0,7,0,4,0,0,1,-2.3392,127.06361,75.954041,30.405836,20.926258,27.047791,32.897186,0,56.972782,6.0398216,2.3279202,9.3367996,34.862103,146.85094,18.01075,28.631344,8.0864592,84.111427,26.185041,32.897186,186.46001,0.39893496,5.9541965,3.5057654,9.3250713,357.59406,454.1127,42.539444,0,0,23.425066,130.84059,88.752281,106.66528,390.35999,2028,48,154,0.060983311,0.26291203,0.1,0,0,2,2.1643578186632,0
83,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,0.74000001,0.25999999,Negative,Negative,0,LT00879,3053,pentetic acid,1976,No-DILI-Concern,0,No match,,vNo-DILI-Concern,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becdab53-f7a7-7280-6930-21f3a61b99e7,2,49.962654,0,0,1,3,0,10,0,3,48,0,0,27,9,84.562393,1.7617166,0,0,14,0,0,21,0,3,10,0,0,4.7360501,-2.7581201,-0.54411227,0.68210864,2.7706742,-3.6045213,-0.7510283,0.50341183,2.3102229,-2.5789955,-0.45513585,0.65390855,2.9368567,36.497349,16,0.61538464,0,47,5,26,10,16,0.61538464,42,0,20.982763,14.446444,8.8639612,9.2507124,12.488978,7.9909887,2.767767,3.0412414,0,0,0.87388408,12,-2,-0.86745942,-0.51835138,0.1627626,2.8344789,-2.2616725,-0.55853128,0.09510795,2.5004659,-0.63387263,-0.23029399,0.12503271,2.9886761,27,14.921947,16.639999,22.642567,12.424357,13.78125,10.419234,13,3,1,1,-1.949,-0.49248999,8.7165594,0,1,0,0,0,16,3,0,0,4.4112539,-6.4112539,0.079149105,0.084868319,0,150.31944,118.73093,0,0,0,25.857038,0,0,0,0,0,0,135.6692,0.62486058,0.31508726,0.31508726,0.37513939,0.68491274,0.060052119,269.05035,135.6692,135.6692,161.52625,294.90741,25.857038,0.5,1,0,0,0,0,1,0,0,0,1,0,430.57663,0,0,0,430.57663,0,6,0,0,0,0,1,-13.6094,222.78966,7.3200407,119.31108,165.95621,0,0,0,0,0,0,7.1726098,342.10074,0,0,0,0,0,173.27625,0,213.97,0.37086964,5.7004399,3.5320911,9.2441072,430.57663,447.80881,135.6692,135.6692,0,0,182.69556,73.542496,135.6692,391.33298,2096,30,118,0.15659225,0.0068309964,0,1,0,2,2.503086537122,0
84,O[C@H]1C[C@@H](O)[C@@H](C\C=C\CCCC(O)=O)C1\C=C/[C@@](O)(CCCCC)C,0.92000002,0.079999998,Negative,Negative,0,LT00898,5284525,carboprost tromethamine,1979,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O[C@H]1C[C@@H](O)[C@H](\C=C\[C@@](O)(CCCCC)C)[C@H]1C\C=C\CCCC(O)=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d282998-ff0c-480a-bd80-155606ef0a65,2,64.307755,0,0,1,3,3,2,0,0,61,3,6,26,20,78.401764,1.2852749,0,0,21,0,0,35,0,0,5,0,0,2.3643022,-2.6922367,-0.56567389,0.61318207,2.8137724,-2.6353481,-0.52529925,0.60483044,2.807936,-2.4444437,-0.4344947,0.75123602,3.0455642,40.178246,12,0.46153846,0,61,3,26,8,12,0.46153846,58,0,19.57914,16.1409,13.982763,14.57914,12.264856,9.8923826,8.7441301,9.4554548,5,5,0.69069111,17,-1,-0.8514604,-0.39274517,0.068671659,2.8947859,-1.4897255,-0.32845479,0.10044373,2.951741,-0.5363394,-0.21588559,0.17596981,3.1207912,24.038462,12.456747,9.6771364,21.778181,11.238939,8.7053242,9.4139872,5,3,1,0,3.201,-3.6240001,10.266881,0,1,7,1,1,13,1,0,0,1.9799006,-2.9799006,0.1063586,0.18450971,134.30984,35.402172,0,0,30.972517,0,0,62.254242,93.871231,0,0,0,0,50.436462,0.80009902,0.50721604,0.12384751,0.199901,0.49278396,0.076053493,325.83749,206.56194,50.436462,81.408981,200.68454,30.972517,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,407.24649,0,0,0,407.24649,0,9,0,1,0,0,0,2.0983,118.83902,1.4640081,36.799515,0,8.8215923,0,0,70.572739,169.81564,66.652031,10.01314,66.545563,76.155678,8.8215923,12.937299,0,240.38838,1.4640081,66.652031,100.82,0.39124358,5.7004399,3.7883413,9.0788631,407.24649,532.08447,27.133842,27.133842,0,0,285.66144,14.708499,67.834602,367.50598,2044,32,120,0.23614357,0.29936719,0.1,0,0,2,1.9329488277438,0
85,O(C(=O)CCCCCCC\C=C/CCCCCCCC)CCN,0.74000001,0.25999999,Negative,Negative,0,LT00926,6433328,ethanolamine oleate,1988,No-DILI-Concern,0,No match,,vNo-DILI-Concern,OC(=O)CCCCCCC\C=C\CCCCCCCC.OCCN,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9c1d8c5-443e-400e-a42c-16a25fb47231,1,64.575722,0,0,2,3,1,0,0,1,63,0,1,23,19,75.252953,1.1944913,0,0,20,0,0,40,0,1,2,0,0,3.0246556,-2.7010288,-0.34016934,0.43234131,2.6368737,-3.2948201,-0.21170084,0.37729135,2.8054047,-2.4467196,-0.11206847,0.31902212,2.8902545,45.28228,17,0.77272725,0,62,2,22,10,18,0.81818181,60,0,17.012379,15.492012,13.968409,14.305272,11.308061,9.9074135,8.7104902,9.1153555,0,0,0.61966074,21,1,-0.85761476,-0.34832552,0.13317411,2.6579325,-2.2347577,-0.23864919,0.07855881,2.7903402,-0.64155614,-0.14822686,0.021876406,2.8757031,23,20.045454,19.954649,21.31214,18.507221,18.372942,17.149063,3,3,1,0,5.4260001,-7.06569,10.13931,0,1,1,0,0,17,2,0,0,2.8140476,-1.8140476,0.12259597,0.19794403,140.92828,25.592316,28.143618,0,0,14.708499,25.857038,43.506565,112.86799,0,0,0,13.566921,3.6091905,0.85874653,0.42455721,0.04201794,0.14125346,0.57544279,0.09923552,351.03876,173.55067,17.176111,57.74165,235.22975,40.565536,0.47619048,0.90909094,0,0,0,0,1,0,0,0,1,0,408.78043,0,0,0,408.78043,0,11,0,0,0,0,1,4.809,32.897186,7.7454643,34.862103,39.365837,0,0,0,35.286369,264.15768,33.326015,9.8166103,34.862103,0,32.897186,0,0,299.44403,47.111301,33.326015,53.939999,0.41327167,5.4594316,4.1511774,8.6613388,408.78043,526.97382,13.566921,0,17.742489,17.742489,324.70233,17.212255,31.30941,326.54498,1956,21,88,0.55643123,0.057903886,0.69999999,0,0,3,2.211853809655,0
86,OC(CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O)C,0.60000002,0.40000001,Negative,Negative,0,LT00952,60714,gadoteridol,1992,No-DILI-Concern,0,No match,,vNo-DILI-Concern,[Gd+3].OC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=778aee03-7d4c-481a-be8a-a75db0702f5a,2,61.938168,0,0,1,3,1,6,0,4,61,1,2,28,14,98.171616,1.6093708,0,0,17,0,0,33,0,4,7,0,0,2.8471687,-2.8124199,-0.54411232,0.69208544,2.8291845,-3.647207,-0.6916253,0.50805265,2.4390404,-2.6375592,-0.44555196,0.65338331,2.9906778,47.103832,8,0.2857143,0,61,3,28,5,8,0.2857143,58,0,21.104084,16.459335,11.562632,11.794683,13.150775,9.771843,4.0462589,4.2103434,1,1,0.76955318,12,1,-0.87133324,-0.37367806,0.16507618,3.169302,-2.2618802,-0.5310294,0.096035227,2.8491766,-0.63615113,-0.22799806,0.12750694,3.3024709,26.035715,14.083333,13.040123,23.546926,12.687701,11.715464,10.66987,11,5,1,1,-1.908,-0.12692,10.063205,0,1,12,0,0,20,3,0,0,5.9812384,-4.9812384,0.05834889,0.10923234,12.796158,150.76015,163.21283,0,10.324173,0,34.476051,18.747677,0,0,0,0,0,89.169067,0.72059816,0.22506751,0.18596798,0.27940181,0.7749325,0.093433835,345.51682,107.91674,89.169067,133.96928,371.56937,44.800224,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,479.48611,0,0,0,479.48611,0,8,0,1,0,0,1,-11.8299,165.93251,4.3920245,78.055298,221.27493,0,0,0,0,0,33.326015,8.8956604,212.13393,25.385227,0,6.4686494,0,0,225.66696,33.326015,158.38,0.37123233,5.8073549,3.3967867,9.3698988,479.48611,526.89276,81.401527,81.401527,0,0,281.46103,44.125496,94.968445,405.47198,2076,36,128,0.08110296,0.025377952,0.40000001,0,0,4,3.3019849434498,0
87,O(C(C)c1c2[nH]c(C=C3N=C(C=C4N=C(C=c5[nH]c(=C2)c(C)c5C(O)C)C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)c1C)C(C)c1c=2[nH]c(=Cc3[nH]c(C=C4N=C(C=C5N=C(C=2)C(C)=C5CCC(O)=O)C(CCC(O)=O)=C4C)c(C)c3C(O)C)c1C,0.44,0.56,Positive,Negative,0,LT00972,57166,porfimer,1995,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O(C(C)c1c2[nH]c(C=c3[nH]c(=CC4=NC(=CC5=NC(=C2)C(C)=C5CCC(O)=O)C(CCC(O)=O)=C4C)c(C)c3C(O)C)c1C)C(C)c1c=2[nH]c(=CC3=NC(=CC4=NC(=Cc5[nH]c(C=2)c(C)c5C(O)C)C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)c1C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c4841b4-fbc0-4163-8ee1-cb28629cbfbf,2,183.97751,0,0,4,6,7,8,20,0,157,6,13,87,60,240.20442,1.5299644,0,0,68,0,0,70,0,8,11,0,0,0.93810916,-2.5380864,-0.54981059,0.43931487,2.5344582,-2.4425056,-0.50729126,0.51447481,2.6686158,-2.2880592,-0.37392178,0.66990626,2.8054142,94.02449,18,0.1875,20,166,20,96,6,18,0.1875,126,0,62.771679,50.942574,42.585056,46.407719,41.181469,29.32098,22.911331,28.059496,4,4,0.74305505,29,-4,-0.85787857,-0.48665881,-0.079509787,3.3461649,-1.4908102,-0.34283081,0.0021318302,3.4172454,-0.51806307,-0.20341177,0.17931332,3.6370435,69.819008,29.552914,15.1704,52.63319,22.201246,11.369324,13.431293,19,6,0,3,10.084,-11.23974,32.622822,0,1,56,0,8,26,5,0,0,4.8220124,-8.8220119,0.04359591,0.062322579,343.06464,124.40076,0,34.476051,20.648346,0,0,419.12433,0,0,0,22.730305,0,127.12177,0.84380203,0.52124774,0.1372817,0.15619797,0.47875226,0.018916255,921.0658,568.97644,149.85207,170.50041,522.58978,20.648346,0.48275861,0.93333334,0,0,0,0,1,0,0,0,1,0,1091.5662,0,0,0,1091.5662,0,15,0,10,0,0,0.1724138,4.4602799,227.62993,16.883022,173.59087,0,36.511589,103.65371,0,35.286369,282.68094,399.91217,32.593342,277.18213,117.91257,73.268227,98.897774,0,186.23361,122.74213,399.91217,322.81,0.17059474,7.5849624,4.5448275,12.634021,1091.5662,1581.7845,133.76942,108.53537,0,22.730305,755.40265,85.632202,183.63358,1175.353,41186,160,482,0.56553483,0.68591589,1,4,3,4,3.6560937166215,0
88,Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@H](N)Cc1ccccc1)CCCNC(N)=N)CC(=O)N)CC(O)=O)Cc1ccccc1)CCC(O)=O)CCC(O)=O)[C@H](CC)C)CCC(O)=O)CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O,0.56,0.44,Negative,Negative,0,LT01027,16129704,bivalirudin,2000,No-DILI-Concern,0,No match,,vNo-DILI-Concern,Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@H](N)Cc1ccccc1)CCCNC(N)=N)CC(=O)N)CC(O)=O)Cc1ccccc1)CCC(O)=O)CCC(O)=O)[C@H](CC)C)CCC(O)=O)CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=799d3b00-809b-4abc-989c-05faccec49f8,2,314.69626,0,0,3,5,21,12,18,4,289,18,39,155,71,490.9519,1.6987956,0,0,98,0,0,134,0,24,33,0,0,1.0412794,-2.6916251,-0.54981971,0.52405083,2.760215,-3.3095427,-0.53807992,0.49006867,2.7120657,-2.4409034,-0.366777,0.65349907,3.0086,191.00574,69,0.43125001,18,294,27,160,7,86,0.53750002,249,0,114.99259,85.81723,60.025276,64.239723,73.303581,50.197773,30.227072,34.285927,16,16,0.79845446,65,-4,-0.85237598,-0.47026828,0.079278491,3.2945998,-2.2351868,-0.44540548,0.054200001,3.2057066,-0.64104617,-0.23556481,0.17369714,3.5318708,143.59297,77.267365,55.149357,107.53825,57.751846,41.164833,40.067951,57,27,0,3,-5.5689998,-14.42165,54.730934,0,1,34,0,6,70,6,0,0,18.057863,-22.057863,0.019135313,0.024926245,429.44019,284.78369,45.162872,158.28819,256.36526,56.044598,41.538612,179.05775,230.75087,0,0,0,284.77756,180.5174,0.6183756,0.40764549,0.21674621,0.3816244,0.59235454,0.16487819,1327.4835,875.10358,465.29495,819.24341,1271.6234,353.94846,0.49230769,0.969697,0,0,0,0,1,0,0,0,1,0,2146.7271,0,0,0,2146.7271,0,33,0,6,0,0,1,-18.66119,718.03156,125.23176,680.14716,165.95621,18.378317,56.605217,0,247.00458,377.3681,138.54749,52.194302,876.5177,66.430138,347.90155,74.529686,65.794373,680.97791,281.815,133.30406,921.90997,0.10207187,8.321928,5.7981243,14.230644,2146.7271,2725.6218,434.14148,162.80305,58.910046,167.57375,1005.2382,362.92319,615.28217,2176.2849,286334,230,752,0.4965179,0.98923844,0.5,2,2,4,3.985756337642,0
