Index,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
1334,Oc1cc2[C@@]34[C@H]([C@H](N(CC3)C)Cc2cc1)CCCC4,Levorphanol,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/1,Zhu,Negative,0,47.158237,0,0,1,1,2,0,6,0,42,1,3,19,17,52.94854,1.2606795,0,0,17,0,0,23,0,1,1,0,0,1.7161062,-2.9382241,-0.53403825,0.56799221,2.8838289,-2.9318047,-0.45202491,0.64615858,2.9371269,-2.6719322,-0.37730885,0.72378206,3.1495526,27.12376,0,0,6,45,0,22,2,0,0,39,0,13.03517,11.730926,10.836499,11.457819,9.2051439,7.7324462,6.4871993,7.3088617,3,0,0.67318416,8,0,-0.85774308,-0.38598382,0.014453603,3.0778282,-0.95593268,-0.30013239,0.093846977,3.1488113,-0.53046191,-0.2028861,0.14615153,3.3252034,12.719008,4.5,1.7716264,11.162702,3.9190159,1.5336353,2.3024633,2,1,1,0,3.2920001,-3.21205,7.640553,0,1,20,1,4,0,0,2.0799999,-2.0799999,1.1199769,-1.1199769,0.19403385,0.32127756,84.188293,21.254677,0,0,10.324173,0,0,100.16315,29.65753,0,0,0,0,7.7675405,0.92859155,0.54306418,0.030658675,0.071408443,0.45693582,0.04074977,235.26366,137.58823,7.7675405,18.091713,115.76714,10.324173,0.5,1,2.0799999,-2.0799999,0.21634616,0.38942307,0.77238023,0.19320424,0.030658675,0.22761975,0.80679578,0.19696108,195.68668,48.949333,7.7675405,57.668686,204.40604,49.901146,4,0,4,0.21634616,0.38942307,1,3.0803699,25.385227,3.1243138,3.9819686,18.439579,10.781946,51.765594,0,52.929554,94.342026,5.2434282,7.64818,0,28.509541,4.4107962,15.596547,0,166.13998,18.439579,32.897186,23.469999,0.53475124,5.4594316,2.64663,8.2511978,253.35536,382.32776,0,0,0,0,218.25911,0,13.566921,257.37698,578,39,112,0.50800037,0.06389872,0.0,0,0,0
1335,Oc1cc2c(CC3N(CC[C@]2(C)C3C)C\C=C(\C)/C)cc1,Pentazocine,,,,,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,0/2,Fourches  LiuZ_SIDER,Negative,0,53.345409,0,0,1,1,2,0,6,0,48,1,3,21,19,58.985615,1.2288669,0,0,19,0,0,27,0,1,1,0,0,1.7566972,-2.887804,-0.20359015,0.24426669,2.8296576,-2.9087241,-0.14651389,0.28953975,2.8433816,-2.6171725,-0.033656292,0.37055123,3.09881,31.49659,2,0.086956523,6,50,1,23,4,2,0.086956523,43,0,15.198306,13.686956,12.792529,13.620955,9.9145393,8.1139326,6.999671,8.1873589,3,2,0.64991724,11,0,-0.85064268,-0.29994833,-0.07911332,3.0165694,-0.95584702,-0.24734287,-7.5577438e-005,3.0775156,-0.52358878,-0.11349376,0.041649722,3.2688262,15.879017,5.8938775,2.8125,13.563805,4.9924636,2.3670506,3.2246096,2,1,1,0,3.7160001,-3.44068,8.6812286,0,1,16,1,3,2,0,2.6440001,-2.6440001,1.2629895,-1.2629895,0.17206272,0.28489819,123.3691,25.520063,0,0,10.324173,0,0,83.824867,64.213699,0,0,0,0,7.7675405,0.94256955,0.49459204,0.024657335,0.057430465,0.50540799,0.032773126,296.92773,155.80611,7.7675405,18.091713,159.21333,10.324173,0.45454547,0.83333331,2.6440001,-2.6440001,0.17019667,0.30635402,0.8029145,0.20129797,0.070570193,0.1970855,0.79870206,0.12651531,252.93369,63.412773,22.230984,62.085766,251.60667,39.854782,6,0,3,0.17019667,0.30635402,0,3.88257,25.385227,3.1243138,3.9819686,36.879158,10.781946,22.05398,0,70.572739,18.868406,138.54749,8.7735796,0,28.509541,4.4107962,18.782122,0,108.30955,36.879158,133.30406,23.469999,0.48250595,5.523562,3.1042089,8.4918747,315.01944,439.18051,0,0,0,0,277.07602,0,13.566921,285.431,870,39,116,0.18020479,0.057252955,0.0,0,0,0
1336,Oc1cc2c(C[C@H]3CCCCC[C@@]2(C)[C@H]3N)cc1,Dezocine,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/2,Zhu  Rodgers,Negative,0,45.398239,0,0,1,1,2,0,6,0,41,2,4,18,16,51.617706,1.2589685,0,0,16,0,0,23,0,1,1,0,0,1.8891999,-2.8611703,-0.5445413,0.59119958,2.8133225,-2.8917384,-0.462542,0.67345595,2.8783684,-2.5986238,-0.40488455,0.73697346,3.0774963,24.483761,0,0,6,43,0,20,3,0,0,37,0,12.750712,11.153955,10.129392,10.750712,8.6100092,7.1905856,6.6336455,7.4553084,3,0,0.66573668,8,0,-0.83473617,-0.37386441,0.033903114,2.9949436,-1.3639377,-0.2837033,0.11238068,3.0779536,-0.53334832,-0.21050657,0.15369496,3.2407649,13.005,4.8355556,2.1768708,11.325955,4.174819,1.8673698,2.6268785,2,3,1,0,3.3640001,-3.1838901,7.3522534,0,1,17,1,3,2,0,2.26,-2.26,1.2258861,-1.2258861,0.17727047,0.29352108,75.657524,21.254677,17.238026,0,10.324173,0,0,55.030827,57.106522,0,0,0,0,14.418659,0.9014349,0.50414616,0.0574379,0.098565079,0.49585387,0.041127179,226.28757,126.55601,14.418659,24.742832,124.4744,10.324173,0.5,1,2.26,-2.26,0.19911504,0.4380531,0.82023364,0.22148891,0.0574379,0.17976634,0.77851111,0.12232845,205.90359,55.600452,14.418659,45.12682,195.42996,30.708158,4,0,3,0.19911504,0.4380531,0,3.11357,58.282413,0,3.9819686,0,10.781946,18.868406,0,52.929554,94.342026,38.569443,7.3713198,0,25.385227,4.4107962,15.596547,32.897186,166.13998,0,33.326015,46.25,0.53921634,5.321928,2.6377759,8.0911541,251.03041,368.56314,0,0,0,0,193.4686,0,31.30941,245.366,513,36,100,0.33733812,0.088710926,0.0,0,0,0
1337,Oc1cc2c(c3c4c([nH]c3cc2)c(cnc4NCCCN(C)C)C)cc1,Intoplicine,,,1,Fourches,,,,,,,,,,,,,,,,,,,,1/1,Fourches,Positive,1,58.165031,0,0,2,3,3,0,17,0,50,3,6,26,20,71.915047,1.4383008,0,0,21,0,0,24,0,4,1,0,0,1.4679028,-2.648123,-0.51412231,0.60155439,2.5523188,-2.7078638,-0.43629089,0.71284103,2.5352302,-2.3688612,-0.28690511,0.79762644,2.8251157,30.856968,5,0.1724138,20,53,0,29,7,5,0.1724138,33,0,18.258783,15.427063,13.085422,14.560114,12.541714,8.9570131,5.9373927,7.7684216,0,0,0.69904774,13,0,-0.86391377,-0.41322282,0.045745615,2.7158709,-0.98269838,-0.30730435,0.15889224,2.8689973,-0.51947564,-0.17299026,0.19828826,3.0396435,19.322235,8.1632652,3.9381688,14.220612,5.9285259,2.8329301,3.2425873,5,3,1,0,4.0879998,-4.1471,10.389119,1,1,20,1,4,5,0,4.0279999,-4.0289998,1.8535199,-1.8535199,0.11724371,0.19412446,105.03566,40.750385,19.809576,8.6190128,10.324173,0,0,130.50902,24.509808,0,0,5.6825762,0.13689101,7.9044313,0.93192947,0.47764379,0.038846917,0.068070553,0.52235621,0.02922364,329.23346,168.74274,13.723898,24.048071,184.5388,10.324173,0.46153846,0.85714287,4.0279999,-4.0289998,0.11171798,0.21568628,0.64560336,0.25608236,0.038459431,0.35439667,0.74391764,0.31593722,228.07974,90.46917,13.587008,125.2018,262.81238,111.61479,7,0,4,0.11171798,0.21568628,0.46153846,4.2469201,25.385227,37.920593,16.78553,36.879158,3.185575,65.794373,0,120.01041,18.868406,40.897362,10.91682,0,45.295071,16.78553,8.4290028,34.918804,124.29868,36.879158,99.120392,64.18,0.42228913,5.8579812,3.4068646,9.1114416,353.28152,498.46381,5.6825762,0,0,11.365152,285.85718,11.190562,30.614649,348.44998,1638,44,142,0.53786325,0.51880521,0.9,1,0,1
1338,Oc1ccc(N)cc1C(O)=O,Mesalazine,1,Zhu LD,1,Fourches,,,,LiuZ_PLOS_SIDER,8,1,,,moderate hepatotoxic,1,LiuZ_OBrien,,,I ,0,Rodgers,,,,3/3,Zhu  Fourches  LiuZ_SIDER  LiuZ_OBrien  Rodgers,Positive,1,20.493551,0,0,1,1,3,0,6,0,18,4,7,11,6,31.000793,1.7222663,0,0,7,0,0,7,0,1,3,0,0,2.5185201,-2.2279639,-0.6891439,0.74265337,2.2197061,-2.3307903,-0.61877692,0.75986779,2.3628151,-1.897175,-0.50796998,0.88271731,2.5335209,7.950449,1,0.090909094,6,18,1,11,2,1,0.090909094,11,0,8.4307213,5.6120768,3.7320509,4.4307213,5.1090608,2.9280467,1.9880339,2.7996597,0,0,0.82246053,5,0,-0.81250143,-0.49308228,0.17640068,2.0574436,-1.3342918,-0.34615678,0.18741892,2.1880281,-0.42845571,-0.24563538,0.28174925,2.3505466,9.090909,3.5999999,2.2145329,6.1692924,2.3357639,1.3794875,1.3100009,4,4,1,0,0.63800001,-0.71320999,3.8655775,0,1,6,1,1,1,0,3.102,-3.102,1.348148,-1.348148,0.21791551,0.26632968,6.6995511,23.463217,17.238026,0,20.648346,14.708499,0,36.764713,0,0,0,0,13.566921,22.186199,0.54203993,0.46702698,0.23025608,0.45796007,0.53297305,0.22770399,84.165504,72.51783,35.75312,71.109962,82.757637,35.356846,0.40000001,0.66666669,3.102,-3.102,0.20438427,0.29013538,0.43102416,0.46702698,0.23025608,0.56897587,0.53297305,0.33871976,66.927483,72.51783,35.75312,88.347992,82.757637,52.594872,3,0,1,0.20438427,0.29013538,1,0.67259997,58.282413,7.7454643,0,25.385227,27.047791,0,0,52.929554,0,8.0001755,3.94785,23.862217,25.385227,25.385227,8.4290028,2.7567475,85.826744,7.7454643,0,83.550003,0.68403846,4.4594316,2.2397416,6.6242061,155.27547,186.19373,0,0,0,17.742489,64.792091,14.708499,58.443253,153.13699,148,14,52,0.13367708,0.0016914614,0.0,0,0,1
1339,Oc1ccc(N=Nc2cc(C(O)=O)c(O)cc2)cc1C(O)=O,Olsalazine,1,Zhu LD,,,,,,LiuZ_PLOS_SIDER,6,1,,,,,,,,I ,0,Rodgers,,,,2/3,Zhu  LiuZ_SIDER  Rodgers,Positive,1,38.319931,0,0,3,5,8,0,12,0,32,6,14,22,12,55.967976,1.7489992,0,0,14,0,0,10,0,2,6,0,0,1.7878479,-2.183352,-0.69450331,0.71780223,2.2258601,-2.0958898,-0.58812642,0.77703583,2.4068003,-1.8781812,-0.50724989,0.88608843,2.5241244,14.16807,4,0.17391305,12,33,3,23,1,4,0.17391305,18,0,16.275656,10.96388,7.4641018,8.8614426,10.379918,5.9259567,3.9760678,5.5993195,0,0,0.855865,11,0,-0.75808376,-0.50000978,0.15957761,2.2671905,-0.85450351,-0.35199332,0.20602551,2.4407058,-0.42819268,-0.24490465,0.29241148,2.5569711,18.340265,8.203125,4.9967127,12.616021,5.5328369,3.3222387,3.1728356,8,4,1,0,2.72,-2.4925799,7.4469261,1,1,13,1,2,4,0,4.7620001,-4.7620001,2.3509378,-2.3509378,0.12497126,0.15272687,0,60.325535,0,0,41.296692,29.416998,0,73.529427,0,18.842079,0,0,27.133842,31.070162,0.54221964,0.53468621,0.20667954,0.45778036,0.46531382,0.25110081,152.69704,150.5755,58.204002,128.91769,131.03923,70.713692,0.45454547,0.83333331,4.7620001,-4.7620001,0.13313733,0.13649727,0.54221964,0.53468621,0.20667954,0.45778036,0.46531382,0.25110081,152.69704,150.5755,58.204002,128.91769,131.03923,70.713692,6,1,2,0.13313733,0.13649727,1,2.9096,50.770454,15.490929,0,50.770454,54.095581,33.326015,0,105.85911,0,16.000351,7.43082,47.724434,84.096466,50.770454,16.858006,5.513495,105.85911,15.490929,0,139.78,0.4530769,5.523562,3.3698223,8.6017275,281.61475,353.14215,18.842079,0,0,0,129.58418,29.416998,100.24361,302.242,1165,33,110,0.30963856,0.0028301065,0.0,0,0,1
1340,Oc1ccc(NC(=O)C)cc1,Acetaminophen,1,Zhu Calibration,1,Fourches,0,1,LiuR_2015,,,,1,LiuZ_Pfizer,severe hepatotoxic,0,LiuZ_OBrien,1,Ekins,A ,1,Rodgers,,,,7/7,Zhu  Fourches  LiuR  LiuZ_Pfizer  LiuZ_OBrien  Ekins  Rodgers,Positive,1,22.785137,1,1,0,0,2,0,6,0,20,2,4,11,7,31.909237,1.5954618,0,0,8,0,0,9,0,1,2,0,0,2.2054572,-2.2998581,-0.61590123,0.62525588,2.2784643,-2.3489609,-0.55154735,0.67019856,2.3865898,-1.9821142,-0.44730929,0.78438872,2.5906546,11.456863,1,0.090909094,6,20,1,11,2,2,0.18181819,13,0,8.2675848,6.1648631,4.809401,5.5604777,5.1815405,3.2490981,2.3213673,3.2103434,0,0,0.74203622,7,0,-0.81409049,-0.45780459,0.082701199,2.0724747,-0.99736053,-0.31261334,0.12389528,2.2220063,-0.46823248,-0.23143777,0.20670979,2.373507,9.090909,4.1326532,3.2653062,6.1692924,2.6813617,2.0340402,1.5038276,3,2,1,0,0.889,-1.23238,4.2307181,0,1,6,1,1,1,0,2.2490001,-2.2490001,1.091136,-1.091136,0.20358108,0.32977641,38.243385,25.520063,0,8.6190128,23.273705,0,0,49.019615,0,0,0,0,13.566921,7.9044313,0.73069018,0.42426834,0.12923095,0.26930982,0.57573169,0.14007887,121.40208,70.490967,21.471352,44.745056,95.656166,23.273705,0.42857143,0.75,2.2490001,-2.2490001,0.25300133,0.25344598,0.67881441,0.42426834,0.12923095,0.32118562,0.57573169,0.19195466,112.78307,70.490967,21.471352,53.364067,95.656166,31.892717,4,0,1,0.25300133,0.25344598,1,1.3506,25.385227,23.269535,23.862217,0,0,0,0,70.572739,0,41.326191,4.2410498,23.862217,25.385227,0,5.2434282,20.767498,70.572739,5.2587838,33.326015,49.330002,0.68403846,4.4594316,2.5872664,6.5690522,166.14714,203.71646,13.566921,0,0,5.6825762,107.8005,12.949531,32.816418,151.16499,166,11,50,0.30991867,0.0026951781,0.0,0,0,1
1341,Oc1ccc(NC(=O)\C=C(\C=C\C=C(\C=C\C=2C(CCCC=2C)(C)C)/C)/C)cc1,Fenretinide,,,1,Fourches,,,,,,,,,,,,,,,,,,,,1/1,Fourches,Positive,1,70.46817,0,0,2,3,2,0,6,0,62,2,4,29,25,78.483734,1.2658666,0,0,26,0,0,33,0,1,2,0,0,1.5720347,-2.7535243,-0.50687236,0.48306224,2.6964064,-2.6118655,-0.43311948,0.54083693,2.8409042,-2.4876893,-0.31173241,0.65749401,2.9671443,37.693832,6,0.2,6,63,6,30,4,7,0.23333333,51,0,21.440947,18.250284,16.894823,18.733841,13.669541,10.188255,9.2605247,11.698344,0,0,0.65255135,18,0,-0.81010777,-0.37319705,0.039442845,2.742012,-0.99733007,-0.25807059,0.091834135,2.888478,-0.52744889,-0.19896516,0.1809812,3.0065162,25.262222,12.142772,8.9451799,19.035257,9.0506086,6.613903,5.9407125,3,2,1,1,5.5970001,-9.2360697,12.072049,0,1,16,1,2,7,1,3.825,-3.825,1.9521799,-1.9521799,0.12775046,0.18432261,108.52757,51.112381,0,8.6190128,23.273705,0,0,135.78366,103.18695,0,0,0,13.566921,7.9044313,0.90100098,0.57623142,0.047505658,0.098999046,0.42376861,0.051493384,407.22958,260.44199,21.471352,44.745056,191.53265,23.273705,0.5,1,3.825,-3.825,0.16104575,0.14901961,0.87704486,0.33819276,0.05239208,0.12295515,0.66180724,0.07056307,396.40201,152.85455,23.679892,55.572609,299.12009,31.892717,9,0,2,0.16104575,0.14901961,1,6.8622999,25.385227,23.269535,23.862217,0,0,12.7423,0,176.43184,56.605217,174.63025,12.28625,23.862217,25.385227,0,17.985727,20.767498,233.03706,5.2587838,166.63008,49.330002,0.37091795,5.9068904,3.9767737,9.3705387,451.97464,600.03705,13.566921,0,0,5.6825762,376.54492,12.949531,32.816418,391.55499,2908,40,142,0.37950253,0.20418996,0.8,0,1,1
1342,Oc1ccc(O)cc1,Hydroquinone,,,1,Fourches,,,,,,,,,,,,,,,,,,,,1/1,Fourches,Positive,1,16.164759,1,1,0,0,2,0,6,0,14,2,4,8,6,20.283419,1.4488156,0,0,6,0,0,6,0,0,2,0,0,2.2646422,-2.1692731,-0.75684702,0.79791343,2.1309874,-1.9700137,-0.70276606,0.79322523,2.3751178,-1.8550557,-0.59695941,0.9400999,2.4445145,6.5592418,0,0,6,14,0,8,1,0,0,8,0,5.9831276,4.2038283,3.309401,3.9831276,3.7876937,2.2685809,1.8213673,2.6329932,0,0,0.75463432,5,0,-0.76621825,-0.46372244,0.18543673,1.8931462,-0.76267397,-0.311885,0.15752824,2.110517,-0.43245378,-0.25147852,0.28108415,2.1841278,6.125,2.52,1.8,4.3645353,1.6948504,1.1498824,0.9246543,2,2,1,0,1.29,-0.66097999,3.030412,0,1,6,1,1,0,0,1.664,-1.664,0.8377021,-0.8377021,0.25941595,0.42954472,0,33.978584,0,0,20.648346,0,0,49.019615,0,0,0,0,0,15.535081,0.69640094,0.54164976,0.13034795,0.30359903,0.45835027,0.17325108,82.998199,64.554695,15.535081,36.183426,54.626926,20.648346,0.40000001,0.66666669,1.664,-1.664,0.27043268,0.31971154,0.69640094,0.54164976,0.13034795,0.30359903,0.45835027,0.17325108,82.998199,64.554695,15.535081,36.183426,54.626926,20.648346,3,0,1,0.27043268,0.31971154,1,1.0978,50.770454,0,0,0,0,0,0,70.572739,0,10.486856,2.97716,0,50.770454,0,10.486856,0,70.572739,0,0,40.459999,0.8112781,4,1.9905418,5.649457,119.18163,145.91438,0,0,0,0,80.151016,0,27.133842,110.112,62,7,36,0.29928705,0.00065537554,0.0,0,0,1
1343,Oc1ccc(cc1)/C(/C(=C/C)/c1ccc(O)cc1)=C\C,Dienestrol,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/1,Zhu,Negative,0,45.286274,0,0,1,1,2,0,12,0,38,2,4,20,18,47.303944,1.2448406,0,0,18,0,0,18,0,0,2,0,0,1.97051,-2.3458874,-0.64218366,0.70369303,2.2937341,-2.144459,-0.53807992,0.80591482,2.5027225,-2.0150526,-0.49986199,0.85431087,2.6499274,19.677727,3,0.14285715,12,39,2,21,3,3,0.14285715,25,0,14.53517,11.66793,10.773502,12.53517,9.6513968,6.5719986,6.1247854,8.4966965,0,0,0.67315388,11,0,-0.76839608,-0.3866871,0.082962707,2.4787898,-0.76178998,-0.26386139,0.16445385,2.671906,-0.48065388,-0.21605732,0.19780798,2.7994337,16.371881,7.8520408,4.25,11.633225,5.4697871,2.9177625,3.1815631,2,2,1,0,4.6259999,-5.32868,8.2060223,0,1,14,1,2,3,1,2.8959999,-2.8959999,1.365249,-1.365249,0.15917481,0.26356518,25.592316,59.5709,0,0,20.648346,0,0,95.349129,73.529427,0,0,0,0,15.535081,0.8753264,0.63541567,0.053527676,0.12467362,0.36458433,0.071145944,254.04176,184.41364,15.535081,36.183426,105.81156,20.648346,0.45454547,0.83333331,2.8959999,-2.8959999,0.15538675,0.18370166,0.79087538,0.49100217,0.13797867,0.20912462,0.50899786,0.071145944,229.53197,142.50121,40.044888,60.693233,147.724,20.648346,6,0,2,0.15538675,0.18370166,0,4.6046,50.770454,0,0,0,6.37115,0,0,182.80299,0,77.138885,8.3515596,0,50.770454,0,16.858006,6.37115,176.43184,0,66.652031,40.459999,0.48464775,5.3923173,3.1173522,8.360673,290.22519,395.65991,0,0,0,0,242.65305,0,27.133842,266.34,814,30,98,0.41025802,0.0027770239,0.1,4,0,0
1344,Oc1ccc(cc1)C(C(CC)c1ccc(O)cc1)CC,Hexestrol,,,0,Fourches,,,,,,,,,,,,,,,,,,,,0/1,Fourches,Negative,0,47.953445,0,0,1,2,2,0,12,0,42,2,4,20,18,51.311188,1.2216949,0,0,18,0,0,22,0,0,2,0,0,1.9659407,-2.6915274,-0.64304376,0.70289892,2.6470191,-2.5372114,-0.53807992,0.80591482,2.8012793,-2.4286926,-0.49986199,0.85431087,2.9152443,24.050554,5,0.23809524,12,43,0,21,7,5,0.23809524,31,0,14.53517,12.082144,11.187716,12.53517,9.6513968,7.2313418,6.7841282,8.4966965,2,2,0.6635493,11,0,-0.78895879,-0.3842572,0.082511105,2.723711,-0.76179451,-0.26596898,0.16445385,2.8849957,-0.52365977,-0.22087309,0.19305076,2.9884436,16.371881,7.8520408,4.25,12.717896,6.0122085,3.2199261,3.8231323,2,2,1,0,5.0500002,-5.21316,8.2860889,0,1,12,1,2,5,1,2.552,-2.552,1.4019308,-1.4019308,0.15500998,0.25666913,51.184631,51.040127,0,0,20.648346,0,0,70.839325,86.514969,0,0,0,0,15.535081,0.87766051,0.58455479,0.052525528,0.12233947,0.41544521,0.069813944,259.57904,172.88937,15.535081,36.183426,122.87311,20.648346,0.45454547,0.83333331,2.552,-2.552,0.17633229,0.20846395,0.87766051,0.3989397,0.052525528,0.12233947,0.60106033,0.069813944,259.57904,117.99139,15.535081,36.183426,177.77109,20.648346,6,0,2,0.17633229,0.20846395,1,4.7852001,50.770454,0,0,0,6.37115,0,8.8215923,141.14548,37.736813,77.138885,8.2277603,0,50.770454,0,25.679598,0,178.88228,0,66.652031,40.459999,0.48464775,5.3923173,3.1173522,8.360673,295.76248,407.46332,0,0,0,0,242.65305,0,27.133842,270.37198,814,30,98,0.18346585,0.0042738947,0.0,2,2,0
1345,Oc1ccc(cc1)C(O)C(NCCc1ccc(O)cc1)C,Ritodrine hydrochloride,,,0,Fourches,,,,,,,,,,,,,,A ,1,Rodgers,,,,2/3,Zhu  Fourches  Rodgers,Positive,1,47.428654,0,0,2,3,4,0,12,0,42,4,8,21,17,59.99691,1.4284979,0,0,17,0,0,21,0,1,3,0,0,1.6131296,-2.6506398,-0.65138537,0.70938194,2.5954943,-2.7646379,-0.59086096,0.80591482,2.5895698,-2.3832774,-0.51315069,0.85431087,2.8544917,23.617348,6,0.27272728,12,43,0,22,7,6,0.27272728,31,0,15.242276,12.029357,10.187716,11.53517,10.058551,7.0432878,5.6956468,7.4182515,2,2,0.70458156,14,0,-0.84227842,-0.39803335,0.10662747,2.5717847,-1.1530176,-0.32411036,0.16445385,2.6420348,-0.51860148,-0.23057838,0.20205276,2.8288734,17.355371,8.5850182,5.6055365,13.657548,6.6689563,4.3112845,4.3372188,4,4,1,0,2.836,-2.35552,8.3172321,0,1,12,1,2,6,0,4.132,-4.132,1.8874135,-1.8874135,0.11513814,0.204322,50.461372,60.210442,8.6190128,0,30.972517,0,0,80.885689,49.019615,0,0,0,0,23.439512,0.82078207,0.50507474,0.077203169,0.17921795,0.49492526,0.10201477,249.19614,153.34482,23.439512,54.412029,150.26335,30.972517,0.5,1,4.132,-4.132,0.1089061,0.2178122,0.72242427,0.41466549,0.077203169,0.27757573,0.58533454,0.20037256,219.33391,125.89582,23.439512,84.274254,177.71234,60.834743,7,0,2,0.1089061,0.2178122,1,2.4474699,94.166428,0,3.9819686,18.439579,6.37115,18.868406,0,141.14548,6.4686494,43.81287,8.2453098,0,76.155678,18.01075,27.308624,0,160.01389,18.439579,33.326015,72.720001,0.46827638,5.4594316,3.530153,8.4403524,303.60815,407.84348,0,0,0,0,228.47659,0,46.383339,287.35898,1114,28,102,0.20375095,0.051985733,0.1,0,0,1
